 format: day,hour,forecast,value  location:60_127 Start : 20250701 
 1,1700,+45,26.000000 
 1,1700,+46,25.000000 
 1,1700,+47,25.000000 
 1,1700,+48,25.000000 
 1,1700,+49,25.000000 
 1,1700,+50,25.000000 
 1,1700,+51,24.000000 
 1,1700,+52,24.000000 
 1,1700,+53,24.000000 
 1,1700,+54,25.000000 
 1,1700,+55,25.000000 
 1,1700,+56,26.000000 
 1,1700,+57,27.000000 
 1,1700,+58,28.000000 
 1,1700,+59,28.000000 
 1,1700,+60,29.000000 
 1,1700,+61,28.000000 
 1,1700,+62,28.000000 
 1,1700,+63,28.000000 
 1,1700,+64,28.000000 
 1,1700,+65,27.000000 
 1,1700,+66,27.000000 
 1,1700,+67,26.000000 
 1,1700,+68,25.000000 
 1,1700,+69,25.000000 
 1,1700,+70,25.000000 
 1,1700,+73,24.000000 
 1,1700,+76,24.000000 
 1,1700,+79,25.000000 
 1,1700,+82,28.000000 
 1,1700,+85,28.000000 
 1,1700,+88,27.000000 
 1,1700,+91,25.000000 
 1,1700,+94,24.000000 
 1,2000,+6,28.000000 
 1,2000,+7,29.000000 
 1,2000,+8,29.000000 
 1,2000,+9,30.000000 
 1,2000,+10,30.000000 
 1,2000,+11,30.000000 
 1,2000,+12,30.000000 
 1,2000,+13,29.000000 
 1,2000,+14,28.000000 
 1,2000,+15,28.000000 
 1,2000,+16,27.000000 
 1,2000,+17,27.000000 
 1,2000,+18,26.000000 
 1,2000,+19,26.000000 
 1,2000,+20,26.000000 
 1,2000,+21,25.000000 
 1,2000,+22,25.000000 
 1,2000,+23,25.000000 
 1,2000,+24,25.000000 
 1,2000,+25,25.000000 
 1,2000,+26,25.000000 
 1,2000,+27,25.000000 
 1,2000,+28,26.000000 
 1,2000,+29,26.000000 
 1,2000,+30,27.000000 
 1,2000,+31,28.000000 
 1,2000,+32,29.000000 
 1,2000,+33,30.000000 
 1,2000,+34,30.000000 
 1,2000,+35,30.000000 
 1,2000,+36,30.000000 
 1,2000,+37,29.000000 
 1,2000,+38,28.000000 
 1,2000,+39,27.000000 
 1,2000,+40,26.000000 
 1,2000,+41,26.000000 
 1,2000,+42,26.000000 
 1,2000,+43,25.000000 
 1,2000,+44,25.000000 
 1,2000,+45,25.000000 
 1,2000,+46,25.000000 
 1,2000,+47,25.000000 
 1,2000,+48,24.000000 
 1,2000,+49,24.000000 
 1,2000,+50,24.000000 
 1,2000,+51,25.000000 
 1,2000,+52,25.000000 
 1,2000,+53,26.000000 
 1,2000,+54,27.000000 
 1,2000,+55,28.000000 
 1,2000,+56,28.000000 
 1,2000,+57,29.000000 
 1,2000,+58,28.000000 
 1,2000,+59,28.000000 
 1,2000,+60,28.000000 
 1,2000,+61,28.000000 
 1,2000,+62,27.000000 
 1,2000,+63,27.000000 
 1,2000,+64,26.000000 
 1,2000,+65,25.000000 
 1,2000,+66,25.000000 
 1,2000,+67,25.000000 
 1,2000,+70,24.000000 
 1,2000,+73,24.000000 
 1,2000,+76,25.000000 
 1,2000,+79,28.000000 
 1,2000,+82,28.000000 
 1,2000,+85,27.000000 
 1,2000,+88,25.000000 
 1,2000,+91,24.000000 
 1,2300,+6,30.000000 
 1,2300,+7,30.000000 
 1,2300,+8,30.000000 
 1,2300,+9,30.000000 
 1,2300,+10,29.000000 
 1,2300,+11,28.000000 
 1,2300,+12,28.000000 
 1,2300,+13,27.000000 
 1,2300,+14,27.000000 
 1,2300,+15,26.000000 
 1,2300,+16,26.000000 
 1,2300,+17,26.000000 
 1,2300,+18,25.000000 
 1,2300,+19,25.000000 
 1,2300,+20,25.000000 
 1,2300,+21,25.000000 
 1,2300,+22,25.000000 
 1,2300,+23,25.000000 
 1,2300,+24,25.000000 
 1,2300,+25,26.000000 
 1,2300,+26,26.000000 
 1,2300,+27,27.000000 
 1,2300,+28,28.000000 
 1,2300,+29,29.000000 
 1,2300,+30,30.000000 
 1,2300,+31,30.000000 
 1,2300,+32,30.000000 
 1,2300,+33,30.000000 
 1,2300,+34,29.000000 
 1,2300,+35,28.000000 
 1,2300,+36,27.000000 
 1,2300,+37,26.000000 
 1,2300,+38,26.000000 
 1,2300,+39,26.000000 
 1,2300,+40,25.000000 
 1,2300,+41,25.000000 
 1,2300,+42,25.000000 
 1,2300,+43,25.000000 
 1,2300,+44,25.000000 
 1,2300,+45,24.000000 
 1,2300,+46,24.000000 
 1,2300,+47,24.000000 
 1,2300,+48,25.000000 
 1,2300,+49,25.000000 
 1,2300,+50,26.000000 
 1,2300,+51,27.000000 
 1,2300,+52,28.000000 
 1,2300,+53,28.000000 
 1,2300,+54,29.000000 
 1,2300,+55,28.000000 
 1,2300,+56,28.000000 
 1,2300,+57,28.000000 
 1,2300,+58,28.000000 
 1,2300,+59,27.000000 
 1,2300,+60,27.000000 
 1,2300,+61,26.000000 
 1,2300,+62,25.000000 
 1,2300,+63,25.000000 
 1,2300,+64,25.000000 
 1,2300,+67,24.000000 
 1,2300,+70,24.000000 
 1,2300,+73,25.000000 
 1,2300,+76,28.000000 
 1,2300,+79,28.000000 
 1,2300,+82,27.000000 
 1,2300,+85,25.000000 
 1,2300,+88,24.000000 
 Start : 20250702 
 2,0200,+6,30.000000 
 2,0200,+7,29.000000 
 2,0200,+8,28.000000 
 2,0200,+9,28.000000 
 2,0200,+10,27.000000 
 2,0200,+11,27.000000 
 2,0200,+12,26.000000 
 2,0200,+13,26.000000 
